Friday,21,March,2025,15:18:41:10918-VCID:2F3CCDF65B1FE61226D-807B,VCDS Version: Release 25.3.0 (arm64),Data version: 20250311 DS365.0,,,,,,,,,
,105.27,2277,0,400,48.6,105.41,2254,1064.8,1306.8,97.3,105.13,2300,0,0,0
,105.67,2231,0,408,48.6,105.81,2231,1064.8,1306.8,97.6,105.53,2254,0,0,0
,106.1,2185,0,408,48.6,106.22,2162,1052.7,1294.7,97.6,105.95,2208,0,0,0
,106.47,2139,0,400,48.6,106.61,2116,1040.6,1282.6,97.6,106.35,2162,0,0,0
,106.86,2070,0,400,48.6,106.99,2047,1040.6,1270.5,98,106.74,2093,0,0,0
,107.26,2001,0,408,48.6,107.38,1978,1028.5,1258.4,98,107.11,2024,0,0,0
,107.66,1932,0,392,48.6,107.79,1909,1016.4,1234.2,98.4,107.52,1955,0,0,0
,108.05,1840,0,368,48.6,108.19,1817,1016.4,1222.1,98.8,107.91,1863,0,0,0
,108.46,1771,0,368,48.6,108.58,1748,1004.3,1197.9,98.8,108.33,1794,0,0,0
,108.86,1702,0,376,49.5,108.99,1679,1004.3,1185.8,98.8,108.72,1725,0,0,0
,109.25,1610,0,352,49.5,109.38,1587,1004.3,1161.6,98.8,109.13,1656,0,0,0
,109.66,1449,0,344,49.5,109.79,1265,1004.3,1149.5,99.2,109.52,1564,0,0,0
,110.07,897,4.9,336,49.5,110.21,897,1004.3,1113.2,100,109.92,1058,0,0,0
,110.46,966,0,288,49.5,110.58,1012,1004.3,1064.8,100,110.33,943,21,0.42,0
,110.86,1196,0,304,49.5,111,1311,1004.3,1040.6,99.2,110.72,1104,0,0,0
,111.27,1495,0,328,49.5,111.39,1564,1004.3,1040.6,98.8,111.13,1380,0,0,0
,111.64,1794,0,360,49.5,111.78,1794,1004.3,1064.8,98.8,111.52,1679,0,0,0
,112.05,1748,0,376,49.5,112.17,1748,1004.3,1113.2,98.8,111.93,1794,0,0,0
,112.46,1679,0,368,49.5,112.58,1679,1004.3,1137.4,98.8,112.31,1702,0,0,0
,112.83,1633,0,368,49.5,112.96,1610,1004.3,1137.4,98.8,112.71,1656,0,0,0
,113.21,1587,0,360,49.5,113.34,1564,1004.3,1137.4,98.8,113.08,1610,0,0,0
,113.6,1518,0,352,49.5,113.74,1495,1004.3,1125.3,98.8,113.48,1541,0,0,0
,113.99,1449,0,344,50.4,114.12,1449,1004.3,1125.3,98.8,113.87,1472,0,0,0
,114.36,1403,0,328,50.4,114.5,1380,1004.3,1113.2,98.8,114.24,1426,0,0,0
,114.77,1357,0,328,50.4,114.9,1334,1004.3,1101.1,99.2,114.63,1380,0,0,0
,115.19,1288,0,328,50.4,115.33,1265,1004.3,1089,99.6,115.05,1311,0,0,0
,115.6,1242,0,312,50.4,115.74,1219,1004.3,1076.9,99.6,115.46,1265,0,0,0
,116.02,1173,0,320,50.4,116.16,1150,1004.3,1064.8,100,115.88,1196,0,0,0
,116.44,851,6.6,312,50.4,116.58,874,1004.3,1052.7,100,116.3,966,0,0,0
,116.85,897,6,312,50.4,116.97,897,1004.3,1040.6,100,116.71,897,33,0.63,0
,117.24,897,5.8,312,50.4,117.38,897,1016.4,1028.5,100,117.11,897,33,0.63,0
,117.63,1035,0.8,304,50.4,117.75,966,1004.3,1016.4,100,117.5,1012,51,1.05,33
,118.02,966,3,304,50.4,118.16,943,1004.3,1016.4,100,117.89,966,24,0.42,0
,118.42,943,1.9,304,50.4,118.55,943,1004.3,1016.4,100,118.28,943,9,0,0
,118.82,920,2.5,304,50.4,118.94,920,1004.3,1016.4,100,118.68,920,9,0,0
,119.22,897,2.7,304,50.4,119.36,897,1004.3,1016.4,100,119.08,897,12,0.21,0
,119.64,897,1.6,296,50.4,119.79,897,1004.3,1004.3,100,119.5,897,15,0.21,0
,120.05,897,1.4,304,50.4,120.17,897,1004.3,1004.3,100,119.93,897,6,0.21,0
,120.44,897,0.8,304,50.4,120.57,897,1004.3,1004.3,100,120.32,897,6,0.21,0
,120.85,897,0.8,296,50.4,120.99,897,1004.3,1004.3,100,120.7,897,6,0,0
,121.27,897,0.5,296,50.4,121.41,874,1004.3,1004.3,100,121.13,897,3,0,0
,121.66,851,5.5,312,50.4,121.79,828,1004.3,1004.3,100,121.54,874,21,0.42,0
,122.05,828,7.7,328,50.4,122.19,828,1004.3,1004.3,100,121.92,828,42,0.84,0
,122.46,828,8.5,344,50.4,122.58,851,1004.3,1004.3,100,122.32,828,48,0.84,0
,122.86,874,8,344,50.4,123.01,874,1004.3,1004.3,100,122.71,851,48,0.84,0
,123.29,874,7.4,336,50.4,123.41,874,1004.3,1004.3,100,123.14,874,42,0.84,0
,123.66,897,6.9,336,51.3,123.78,897,1004.3,1004.3,100,123.54,897,36,0.84,0
,124.04,897,5.8,328,51.3,124.16,897,1004.3,1004.3,100,123.91,920,30,0.63,0
,124.44,897,6,328,51.3,124.57,897,1004.3,1016.4,100,124.3,897,33,0.63,0
,124.84,897,6,328,51.3,124.97,874,1004.3,1016.4,100,124.69,897,36,0.63,0
,125.24,897,6.3,328,51.3,125.36,897,1004.3,1016.4,100,125.11,874,36,0.63,0
,125.64,874,6.6,328,51.3,125.78,874,1004.3,1016.4,100,125.5,874,33,0.63,0
,126.05,874,6.6,328,51.3,126.19,874,1004.3,1016.4,100,125.92,874,36,0.63,0
,126.44,874,6.6,328,51.3,126.57,874,1004.3,1016.4,100,126.32,874,36,0.63,0
,126.85,874,6.3,328,51.3,126.97,874,1004.3,1004.3,100,126.7,874,33,0.63,0
,127.24,874,6.6,328,51.3,127.38,874,1004.3,1004.3,100,127.11,874,36,0.63,0
,127.63,874,6.3,328,51.3,127.77,874,1004.3,1016.4,100,127.5,874,36,0.84,0
,128.05,874,6.3,328,51.3,128.18,874,1004.3,1004.3,100,127.91,874,33,0.63,0
,128.45,874,6.3,328,51.3,128.57,874,1004.3,1016.4,100,128.31,874,33,0.63,0
,128.82,874,6.6,328,51.3,128.94,874,1004.3,1016.4,100,128.7,874,36,0.84,0
,129.2,874,6.3,328,51.3,129.34,874,1004.3,1016.4,100,129.06,874,36,0.63,0
,129.6,897,5.8,328,51.3,129.74,874,1004.3,1016.4,100,129.45,874,33,0.63,0
,130,874,6.6,328,51.3,130.14,874,1004.3,1004.3,100,129.88,874,36,0.63,0
,130.41,874,6.6,328,51.3,130.55,874,1004.3,1016.4,100,130.29,874,36,0.84,0
,130.81,874,6.3,328,51.3,130.95,897,1004.3,1016.4,100,130.68,874,36,0.84,0
,131.19,874,6.9,336,51.3,131.32,874,1004.3,1016.4,100,131.07,874,33,0.84,0
,131.59,874,6.6,328,51.3,131.74,874,1004.3,1016.4,100,131.46,874,36,0.84,0
,132.02,874,6.6,328,51.3,132.15,874,1004.3,1016.4,100,131.88,874,36,0.84,0
,132.41,874,6.6,328,51.3,132.53,874,1004.3,1016.4,100,132.28,874,36,0.84,0
,132.79,851,6.6,328,51.3,132.91,851,1004.3,1016.4,100,132.66,874,33,0.63,0
,133.16,828,6.6,328,51.3,133.3,805,1004.3,1004.3,100,133.03,828,33,0.63,0
,133.57,828,6.6,328,51.3,133.71,828,1004.3,1004.3,100,133.44,805,39,0.63,0
,133.99,828,6.9,328,51.3,134.12,805,1004.3,1004.3,100,133.85,828,36,0.63,0
,134.39,828,6.9,328,51.3,134.53,828,1004.3,1004.3,100,134.25,805,39,0.63,0
,134.79,828,6.6,328,51.3,134.91,828,1004.3,1004.3,100,134.66,828,36,0.63,0
,135.16,828,6.9,328,51.3,135.3,828,1004.3,1004.3,100,135.04,828,36,0.63,0
,135.59,828,6.9,328,51.3,135.72,828,1004.3,1004.3,100,135.44,828,36,0.63,0
,136,828,6.6,328,51.3,136.11,828,1004.3,1004.3,100,135.87,828,36,0.63,0
,136.38,828,6.9,344,51.3,136.5,828,1004.3,1004.3,100,136.24,828,36,0.63,0
,136.78,828,6.6,328,51.3,136.92,828,1004.3,1004.3,100,136.64,828,36,0.63,0
,137.2,828,6.6,328,51.3,137.34,828,1004.3,1004.3,100,137.06,828,36,0.63,0
,137.59,828,6.6,328,51.3,137.71,828,1004.3,1004.3,100,137.46,828,36,0.63,0
,137.99,828,6.6,328,51.3,138.11,828,1004.3,1004.3,100,137.85,828,36,0.63,0
,138.38,828,6.9,328,51.3,138.52,828,1004.3,1004.3,100,138.25,828,36,0.63,0
,138.79,828,6.6,328,51.3,138.91,828,1004.3,1004.3,100,138.64,828,36,0.63,0
,139.16,828,6.6,328,51.3,139.3,828,1004.3,1004.3,100,139.04,828,36,0.63,0
,139.58,828,6.6,328,51.3,139.72,828,1004.3,1004.3,100,139.44,828,36,0.63,0
,139.99,828,6.6,328,51.3,140.11,828,1004.3,1004.3,100,139.85,828,36,0.63,0
,140.38,828,6.9,328,51.3,140.52,828,1004.3,1004.3,100,140.25,828,36,0.63,0
,140.77,828,6.9,328,51.3,140.91,828,1004.3,1004.3,100,140.65,828,36,0.63,0
,141.18,828,6.9,328,51.3,141.3,828,1004.3,1004.3,100,141.03,828,36,0.63,0
,141.57,828,6.9,336,51.3,141.69,828,1004.3,1004.3,100,141.42,828,36,0.63,0
,141.94,828,6.6,328,51.3,142.07,828,1004.3,1004.3,100,141.82,828,36,0.63,0
,142.33,828,6.9,328,51.3,142.47,828,1004.3,1004.3,100,142.2,828,36,0.63,0
,142.74,828,6.3,328,51.3,142.86,828,1004.3,1004.3,100,142.61,828,36,0.63,0
,143.13,828,6.6,328,51.3,143.25,828,1004.3,1004.3,100,142.99,828,36,0.63,0
,143.52,828,6.6,328,51.3,143.64,828,1004.3,1004.3,100,143.39,828,36,0.63,0
,143.92,828,6.6,328,51.3,144.07,828,1004.3,1004.3,100,143.78,828,36,0.63,0
,144.33,828,6.9,328,51.3,144.46,828,1004.3,1004.3,100,144.2,828,36,0.63,0
,144.72,828,6.6,328,51.3,144.86,828,1004.3,1004.3,100,144.58,828,36,0.63,0
,145.11,828,6.9,328,51.3,145.25,828,1004.3,1004.3,100,144.99,828,36,0.63,0
,145.54,828,6.6,328,51.3,145.66,828,1004.3,1004.3,100,145.39,828,36,0.63,0
,145.94,828,6.9,328,51.3,146.08,828,1004.3,1004.3,100,145.8,828,36,0.63,0
,146.36,828,6.6,328,51.3,146.49,828,1004.3,1004.3,100,146.22,828,36,0.63,0
,146.75,805,6.9,336,51.3,146.89,828,1004.3,1004.3,100,146.61,828,36,0.63,0
,147.13,828,6.9,320,51.3,147.25,828,1004.3,1004.3,100,147,828,36,0.63,0
,147.52,828,6.6,328,51.3,147.66,828,1004.3,1004.3,100,147.38,828,36,0.63,0
,147.94,828,6.6,328,51.3,148.07,828,1004.3,1004.3,100,147.8,828,36,0.63,0
,148.32,828,6.6,328,51.3,148.45,828,1004.3,1004.3,100,148.19,828,36,0.63,0
,148.73,828,6.6,328,51.3,148.85,828,1004.3,1004.3,100,148.59,828,36,0.63,0
,149.1,828,6.6,328,51.3,149.24,828,1004.3,1004.3,100,148.97,828,36,0.63,0
,149.52,828,6.6,328,51.3,149.64,828,1004.3,1004.3,100,149.37,828,36,0.63,0
,149.9,828,6.6,328,51.3,150.02,828,1004.3,1004.3,100,149.77,828,36,0.63,0
,150.28,828,6.3,328,51.3,150.39,828,1004.3,1004.3,100,150.15,828,33,0.63,0
,150.64,828,6.6,328,51.3,150.78,828,1004.3,1004.3,100,150.52,828,33,0.63,0
,151.05,828,6.6,328,51.3,151.17,828,1004.3,1004.3,100,150.92,828,36,0.63,0
,151.46,828,6.6,328,51.3,151.6,828,1004.3,1004.3,100,151.32,828,36,0.63,0
,151.86,828,7.7,328,51.3,152,874,1004.3,1004.3,100,151.72,828,36,0.63,0
,152.25,874,6.6,328,51.3,152.39,874,1004.3,1004.3,100,152.13,897,30,0.63,0
,152.67,851,6.3,328,51.3,152.78,851,1004.3,1004.3,100,152.52,851,33,0.63,0
,153.05,851,6.6,328,52.2,153.19,851,1004.3,1004.3,100,152.93,851,36,0.63,0
,153.44,1058,6.6,352,52.2,153.57,1058,1004.3,1004.3,100,153.32,874,84,1.68,63
,153.83,1035,6.6,352,52.2,153.97,1035,1016.4,1016.4,100,153.69,1035,42,1.05,24
,154.25,1035,6.9,344,52.2,154.39,1035,1016.4,1028.5,100,154.11,1035,36,0.84,24
,154.66,1035,6.9,352,52.2,154.78,1035,1016.4,1028.5,100,154.54,1058,36,0.84,24
,155.06,1012,0,336,52.2,155.21,874,1004.3,1040.6,100,154.93,1035,33,0.84,18
,155.48,874,6,328,52.2,155.6,851,1004.3,1028.5,100,155.34,874,39,0.63,0
,155.86,851,6.3,320,52.2,156,851,1004.3,1016.4,100,155.74,851,33,0.63,0
,156.27,828,5.8,328,52.2,156.41,828,1004.3,1016.4,100,156.14,851,30,0.63,0
,156.66,828,6,320,52.2,156.79,828,1004.3,1016.4,100,156.54,828,30,0.63,0
,157.04,828,6,320,52.2,157.16,828,1004.3,1004.3,100,156.91,828,30,0.63,0
,157.42,828,5.8,328,52.2,157.56,828,1004.3,1004.3,100,157.29,828,33,0.63,0
,157.84,828,6,328,52.2,157.99,828,1004.3,1004.3,100,157.7,828,33,0.63,0
,158.27,828,6,328,52.2,158.41,828,1004.3,1004.3,100,158.13,828,33,0.63,0
,158.69,828,6.3,328,52.2,158.83,828,1004.3,1004.3,100,158.55,828,33,0.63,0
,159.1,828,6,328,52.2,159.23,828,1004.3,1004.3,100,158.97,805,33,0.63,0
,159.47,828,6,328,52.2,159.6,828,1004.3,1004.3,100,159.35,828,33,0.63,0
,159.86,805,6.3,328,52.2,160,828,1004.3,1004.3,100,159.74,828,33,0.63,0
,160.26,828,6,328,52.2,160.39,828,1004.3,1004.3,100,160.13,828,33,0.63,0
,160.63,828,6.6,328,52.2,160.77,828,1004.3,1004.3,100,160.5,828,33,0.63,0
,161.03,828,6.3,328,52.2,161.16,828,1004.3,1004.3,100,160.91,828,36,0.63,0
,161.41,828,6.3,328,52.2,161.53,828,1004.3,1004.3,100,161.29,828,36,0.63,0
,161.81,828,6.6,328,52.2,161.96,828,1004.3,1004.3,100,161.67,828,36,0.63,0
,162.23,828,6.3,328,52.2,162.38,828,1004.3,1004.3,100,162.09,828,33,0.63,0
,162.64,828,6.6,328,52.2,162.78,828,1004.3,1004.3,100,162.51,828,33,0.63,0
,163.05,828,6.6,328,52.2,163.17,828,1004.3,1004.3,100,162.92,828,33,0.63,0
,163.44,828,6.3,328,52.2,163.57,828,1004.3,1004.3,100,163.3,828,33,0.63,0
,163.83,828,6.3,328,52.2,163.99,828,1004.3,1004.3,100,163.69,828,36,0.63,0
,164.27,828,6.6,328,52.2,164.39,828,1004.3,1004.3,100,164.13,828,36,0.63,0
,164.66,828,6.3,328,52.2,164.8,828,1004.3,1004.3,100,164.53,828,36,0.63,0
,165.08,828,6.3,328,52.2,165.22,828,1004.3,1004.3,100,164.94,828,36,0.63,0
,165.47,828,6.6,328,52.2,165.61,828,1004.3,1004.3,100,165.35,828,33,0.63,0
,165.86,828,6.6,328,52.2,165.99,828,1004.3,1004.3,100,165.75,828,33,0.63,0
,166.25,828,6.6,328,52.2,166.38,828,1004.3,1004.3,100,166.11,828,36,0.63,0
,166.66,828,6.3,328,52.2,166.8,828,1004.3,1004.3,100,166.52,828,33,0.63,0
,167.07,828,6.6,328,52.2,167.19,828,1004.3,1004.3,100,166.94,828,36,0.63,0
,167.46,828,6.3,328,52.2,167.58,828,1004.3,1004.3,100,167.33,828,36,0.63,0
,167.85,828,6.6,336,52.2,167.98,828,1004.3,1004.3,100,167.72,828,36,0.63,0
,168.24,828,6.6,328,52.2,168.38,828,1004.3,1004.3,100,168.1,828,33,0.63,0
,168.64,1035,0.3,336,52.2,168.79,897,1016.4,1004.3,100,168.5,1012,75,2.31,96
,169.04,1104,14,432,52.2,169.16,1081,1076.9,1016.4,100,168.91,1058,87,2.1,90
,169.44,1081,15.4,480,52.2,169.57,1081,1089,1040.6,100,169.3,1081,93,2.31,93
,169.83,1081,16.5,504,52.2,169.96,1081,1089,1064.8,100,169.69,1081,102,2.31,99
,170.22,1058,18.4,536,52.2,170.36,1058,1101.1,1076.9,100,170.08,1081,108,2.52,108
,170.63,1058,19.8,576,52.2,170.75,1058,1149.5,1089,100,170.5,1058,117,2.73,117
,171,1311,24.4,800,52.2,171.14,1380,1246.3,1113.2,95.7,170.89,1196,165,4.41,171
,171.4,1380,22,944,52.2,171.52,1472,1246.3,1185.8,93.7,171.27,1403,141,4.2,138
,171.8,1633,20,1056,52.2,171.92,1702,1270.5,1258.4,83.9,171.66,1564,129,4.41,132
,172.18,1817,20.3,1320,52.2,172.32,1909,1331,1331,76.9,172.05,1771,126,4.83,129
,172.57,2001,18.1,1200,52.2,172.69,2070,1282.6,1379.4,70.6,172.44,1955,120,5.04,117
,172.94,2139,14.8,1096,52.2,173.08,2185,1258.4,1355.2,71.4,172.82,2116,102,4.62,93
,173.33,2277,14.5,1152,52.2,173.46,2300,1343.1,1331,74.9,173.21,2231,84,4.2,84
,173.72,2392,15.6,1320,52.2,173.85,2415,1306.8,1367.3,71.8,173.58,2346,99,5.25,102
,174.13,2461,10.7,840,52.2,174.26,2484,1282.6,1379.4,72.2,173.99,2438,72,3.99,63
,174.52,2484,11.3,904,52.2,174.66,2507,1343.1,1367.3,73.7,174.38,2484,66,3.78,66
,174.94,2622,15.9,1416,52.2,175.08,2645,1452,1403.6,67.1,174.8,2553,87,5.04,111
,175.34,2737,18.4,1424,52.2,175.48,2829,1621.4,1500.4,63.5,175.2,2645,120,6.93,120
,175.75,2990,24.2,1616,52.2,175.89,3082,1718.2,1645.6,55.7,175.61,2875,147,9.24,159
,176.15,3266,25.3,1624,52.2,176.27,3358,1706.1,1766.6,47.1,176.02,3174,162,11.34,168
,176.52,3496,21.7,1408,52.2,176.65,3542,1524.6,1742.4,37.6,176.39,3427,150,11.34,144
,176.91,3404,2.5,848,52.2,177.05,3197,1089,1488.3,73.7,176.79,3519,75,6.3,6
,177.33,2599,0.3,424,52.2,177.46,2300,1234.2,1355.2,72.9,177.19,2898,3,0.21,0
,177.72,1794,7.4,680,52.2,177.85,1840,1101.1,1331,89,177.58,2093,45,2.1,45
,178.11,1886,6.6,624,52.2,178.24,1863,1064.8,1258.4,89.4,177.99,1886,39,1.68,39
,178.52,1817,2.2,504,52.2,178.65,1817,1016.4,1210,98.4,178.38,1840,33,1.26,24
,178.89,1794,0.3,392,52.2,179.04,1771,1004.3,1173.7,98.8,178.77,1794,0,0,0
,179.3,1725,0.3,352,52.2,179.44,1725,1004.3,1161.6,98.8,179.18,1748,0,0,0
,179.7,1679,0,344,52.2,179.85,1656,1004.3,1149.5,98.8,179.56,1702,0,0,0
,180.15,1633,0,336,52.2,180.27,1587,1004.3,1137.4,98.8,180,1633,0,0,0
,180.55,1564,0,336,52.2,180.69,1541,1004.3,1125.3,98.8,180.41,1587,0,0,0
,180.97,1518,0,328,52.2,181.11,1495,1004.3,1113.2,98.8,180.83,1518,0,0,0
,181.37,1449,0,320,52.2,181.5,1449,1004.3,1113.2,98.8,181.23,1472,0,0,0
,181.78,1403,3.6,472,53.1,181.92,1403,1064.8,1101.1,95.7,181.64,1426,9,0.21,6
,182.19,1403,7.7,616,53.1,182.32,1357,1185.8,1113.2,97.6,182.07,1403,39,1.05,63
,182.59,1380,21.1,1056,53.1,182.73,1403,1476.2,1149.5,94.5,182.45,1357,93,2.52,129
,183.01,1449,31.8,1080,53.1,183.15,1472,1585.1,1234.2,92.9,182.88,1403,192,5.88,216
,183.41,1541,33.8,1056,53.1,183.55,1564,1706.1,1343.1,91.4,183.27,1495,213,6.93,219
,183.8,1633,39.3,1480,53.1,183.94,1679,1911.8,1500.4,90.2,183.68,1587,246,8.4,261
,184.21,1771,42,1608,53.1,184.33,1817,2057,1706.1,88.6,184.08,1725,264,10.08,273
,184.59,1909,42.5,1696,53.1,184.71,1955,2129.6,1911.8,89,184.47,1863,270,11.34,273
,184.99,2070,45.3,1776,53.1,185.11,2116,2335.3,2129.6,85.9,184.84,2001,276,11.97,276
,185.39,2254,46.1,1760,53.1,185.53,2323,2371.6,2468.4,68.2,185.25,2185,294,14.07,300
,185.81,2461,47.2,1760,53.1,185.95,2530,2383.7,2613.6,48.6,185.67,2392,297,15.54,300
,186.24,2691,48,1760,53.1,186.37,2760,2383.7,2468.4,40.8,186.09,2599,306,17.43,309
,186.62,2898,49.1,1776,53.1,186.75,2967,2371.6,2359.5,38,186.49,2806,312,19.53,315
,187.04,3105,50.8,1776,53.1,187.18,3197,2323.2,2238.5,39.2,186.89,3036,318,21.42,318
,187.45,3335,49.7,1784,53.1,187.6,3427,2274.8,2202.2,37.6,187.32,3266,315,22.89,309
,187.88,3588,53.5,1784,53.1,188.03,3680,2299,2214.3,28.2,187.74,3496,318,24.99,318
,188.3,3864,54.1,1800,53.1,188.42,3910,2178,2214.3,29.8,188.16,3772,351,30.45,360
,188.69,3933,21.1,1424,53.1,188.83,3841,1089,1923.9,60,188.55,3933,243,21.84,231
,189.11,3358,0.8,744,53.1,189.25,3013,1089,1536.7,77.6,188.97,3611,9,0.63,0
,189.53,2599,45.6,728,53.1,189.68,2645,2480.5,1887.6,66.3,189.39,2576,255,14.28,357
,189.94,2760,62,1496,53.1,190.06,2806,2456.3,2528.9,34.9,189.8,2691,354,21,525
,190.35,2921,67.5,1752,53.1,190.47,2967,2444.2,2601.5,28.2,190.21,2852,408,26.67,522
,190.72,3059,68.9,1760,53.1,190.86,3128,2420,2528.9,23.9,190.6,3013,417,28.98,519
,191.13,3220,69.5,1752,53.1,191.25,3266,2383.7,2480.5,20.4,191,3174,417,30.87,516
,191.53,3358,68.6,1760,53.1,191.67,3404,2359.5,2432.1,16.9,191.39,3312,414,32.34,513
,191.95,3519,66.4,1808,54,192.09,3565,2323.2,2371.6,15.3,191.81,3473,399,32.55,513
,192.35,3634,64.2,1816,54,192.48,3680,2299,2323.2,14.5,192.23,3588,387,32.76,510
,192.77,3749,62.3,1816,54,192.9,3795,2274.8,2274.8,13.3,192.62,3726,375,32.76,507
,193.15,3864,59.3,1816,54,193.28,3887,2250.6,2238.5,15.3,193.03,3818,360,32.55,504
,193.52,3956,56,1824,54,193.66,3979,2214.3,2190.1,16.5,193.4,3933,345,31.29,504
,193.93,3864,8.5,1568,54,194.06,3749,1089,1911.8,61.2,193.78,3979,252,24.36,159
,194.32,3220,0.3,840,54,194.44,2967,1089,1597.2,78.4,194.19,3450,6,0.42,0
,194.71,2737,0,432,54,194.83,2714,1089,1524.6,91,194.58,2645,0,0,0
,195.08,2691,0,400,54,195.21,2691,1089,1536.7,91.8,194.96,2714,0,0,0
,195.47,2691,0,408,54,195.6,2668,1089,1536.7,92.2,195.33,2691,0,0,0
,195.88,2645,0,400,54,196.02,2645,1089,1536.7,92.5,195.73,2668,0,0,0
,196.3,2645,0,408,54.9,196.44,2645,1089,1524.6,92.9,196.16,2645,0,0,0
,196.69,2622,0,416,54.9,196.83,2622,1089,1524.6,93.3,196.57,2622,0,0,0
,197.1,2599,0,416,54.9,197.22,2599,1089,1512.5,93.3,196.97,2599,0,0,0
,197.49,2622,0,416,54.9,197.61,2622,1089,1500.4,93.3,197.35,2599,0,0,0
,197.89,2622,0,416,54.9,198.04,2599,1089,1500.4,93.3,197.75,2622,0,0,0
,198.32,2622,0,416,55.8,198.46,2622,1089,1488.3,93.3,198.17,2622,0,0,0
,198.72,2622,0,416,55.8,198.85,2622,1089,1488.3,93.3,198.6,2622,0,0,0
,199.12,2622,0,432,55.8,199.27,2622,1089,1476.2,92.9,198.98,2622,0,0,0
,199.52,2622,0,416,55.8,199.66,2622,1089,1476.2,92.9,199.39,2622,0,0,0
,199.93,2622,0,424,55.8,200.07,2622,1089,1464.1,93.3,199.8,2622,0,0,0
,200.34,2599,0,424,56.7,200.48,2622,1089,1464.1,93.3,200.2,2622,0,0,0
,200.77,2599,0,424,56.7,200.89,2599,1089,1452,93.7,200.63,2599,0,0,0
,201.16,2599,0,432,56.7,201.3,2599,1089,1452,93.7,201.03,2599,0,0,0
,201.55,2576,0,432,56.7,201.69,2576,1089,1439.9,93.7,201.43,2599,0,0,0
,201.96,2576,0,432,56.7,202.09,2576,1089,1439.9,94.1,201.83,2576,0,0,0
,202.33,2576,0,432,56.7,202.47,2576,1089,1427.8,94.1,202.21,2576,0,0,0
,202.74,2553,0,432,56.7,202.86,2553,1089,1427.8,94.5,202.6,2576,0,0,0
,203.15,2553,0,440,57.6,203.27,2553,1089,1415.7,94.5,203,2553,0,0,0
,203.53,2553,0,432,57.6,203.66,2553,1089,1415.7,94.9,203.39,2553,0,0,0
,203.91,2530,0,432,57.6,204.05,2530,1113.2,1403.6,92.9,203.79,2530,0,0,0
,204.33,2530,4.1,568,57.6,204.47,2507,1173.7,1415.7,86.7,204.19,2530,15,0.84,18
,204.74,2507,6.3,680,57.6,204.88,2507,1234.2,1464.1,67.1,204.61,2507,30,1.89,33
,205.14,2484,9.1,824,57.6,205.28,2484,1282.6,1427.8,67.1,205.01,2530,51,2.94,57
,205.55,2484,12.1,1096,58.5,205.67,2484,1331,1391.5,69,205.43,2484,69,3.78,69
,205.93,2484,14,1032,58.5,206.06,2484,1379.4,1403.6,65.9,205.8,2484,81,4.62,84
,206.34,2507,18.1,1072,58.5,206.49,2484,1439.9,1464.1,57.3,206.2,2484,108,5.88,111
,206.75,2484,21.1,1544,58.5,206.88,2507,1573,1488.3,62,206.63,2484,126,6.72,126
,207.14,2507,25.5,1856,58.5,207.26,2507,1681.9,1560.9,64.7,207,2507,159,8.61,165
,207.51,2530,29.9,1936,58.5,207.64,2530,1839.2,1681.9,67.5,207.38,2507,183,10.08,183
,207.88,2530,36,1904,58.5,208.02,2530,2226.4,1887.6,85.9,207.76,2530,216,11.97,219
,208.3,2553,48.9,1880,58.5,208.44,2576,2480.5,2383.7,50.6,208.16,2530,279,15.54,279
,208.7,2622,66.7,1824,59.4,208.84,2645,2480.5,2734.6,32.2,208.58,2599,405,23.52,483
,209.12,2668,67.8,1808,59.4,209.25,2691,2468.4,2589.4,31.8,208.97,2645,417,25.2,528
,209.52,2737,68.1,1792,59.4,209.66,2737,2468.4,2541,29.4,209.38,2714,417,25.83,525
,209.91,2783,68.1,1808,59.4,210.04,2806,2456.3,2516.8,27.1,209.79,2760,417,26.46,525
,210.32,2829,68.1,1808,59.4,210.46,2852,2456.3,2492.6,25.1,210.17,2806,417,26.88,525
,210.72,2875,68.1,1800,59.4,210.86,2898,2456.3,2480.5,23.9,210.58,2852,417,27.3,522
,211.14,2944,68.1,1808,59.4,211.27,2944,2444.2,2468.4,22,211,2921,417,27.72,522
,211.54,2967,68.1,1808,60.3,211.67,2990,2444.2,2468.4,20,211.41,2967,417,28.35,519
,211.93,3013,68.1,1784,60.3,212.07,3036,2432.1,2456.3,18.4,211.8,3013,417,28.98,519
,212.33,3059,68.4,1800,60.3,212.46,3082,2420,2456.3,17.3,212.19,3059,417,29.4,519
,212.72,3105,68.4,1800,60.3,212.86,3128,2407.9,2456.3,14.9,212.58,3082,417,29.82,519
,213.14,3151,67.3,1816,60.3,213.28,3174,2407.9,2456.3,12.9,213.01,3151,417,30.03,516
,213.57,3197,63.1,1816,60.3,213.69,3220,2395.8,2420,12.5,213.43,3197,396,28.98,516
,213.97,3243,62.3,1808,60.3,214.12,3266,2383.7,2371.6,12.9,213.84,3243,378,27.93,516
,214.39,3289,61.8,1808,60.3,214.51,3289,2383.7,2371.6,12.5,214.25,3266,378,28.35,516
,214.77,3335,60.9,1808,60.3,214.9,3335,2371.6,2371.6,11.8,214.65,3312,372,28.35,513
,215.15,3358,55.2,1808,61.2,215.27,3289,1585.1,2359.5,21.2,215.02,3335,375,28.56,513
,215.52,3289,4.9,1344,61.2,215.65,3289,1089,1778.7,72.2,215.39,3266,60,4.41,3
